label,review
1,you would have to be really ugly or extremely socially retarded to be a femcel you seen the way dudes act for <number> <number> pussy
1,should illegal aliens be counted in the us census
1,wow this guy is seriously retarded he considers racist socialism to be hate speech when practiced by black people but it ok if it done by white people this is so dumb i am tempted to say this thing is subhuman and witnout any valid claims to rights
1,if you are dating my exes stop thinking that i hate you ahah relax idc it your time to suffer toodles x
1,would be hilarious if the un building was turned into homeless shelter or hell why not a refugee center
0,i m guessing that the first thing a white muslim terrorist man would do is throw this thing off a very tall building
0,no fuckyouandthehorseyourodeinon and while we are at it you are removed from my followers muted for being a retarded homosexual
1,some of y all followers retarded and you know it lmao id block their ass moe
0,do you think america has a gun violence problem in britain they banned guns now they have an acid attack and knife violence problem these are just symptoms of the disease the disease is blacks and muslims you do not see asians doing these things
1,whoever retweeted that hand with the piece of skin missing that shows blood vessels fuck you
1,must be free gold retarded people
1,that yeboah chick does the most to prove shes street and ghetto like relax sisterin dear
1,a dyke gone call me fake bitch you fake
1,those are invaders not refugees they are exactly the reason borders are defended in the first place
1,islamphobes are so annoying as well right
1,we have a lot refugees we can share a little bit
1,saying the n word if you re white means you re racist and saying the f word if you re straight means you re homophobic idc what u say
1,sharipo is a fucking jew and if you know that kike he plays his jew card everytime the shit goes down ben is a fucking liberal
1,u couldn t pay me to be wit that ghetto ass bitch josaline i d hit once and dip
1,im gay i love fathers dm for dilfs
1,patriot defended america against radical jihadists who put humans in cages and burn them alive
1,you re correct soros was a nazi
1,a friendly reminder that the un is looking for aspiring london based attorneys to represent refugees during legal proceedings
1,it legal to kill apostates in <number> muslim countries twitter muslims omg stop obsessing over islam haha
0,i wasn t always racist in fact my time in the military changed that watching niggers meander around the shop while all the whites worked and seeing goat fucking towelheads who could not do a proper jumping jack tends to change ones perception of what is and is not equal
1,i only hang out with guys because women make me malfunction and do and say dumb things because i am so unbelievably homosexual
1,muslim moots we have like <number> days more before ramadhan time really fly so fast
1,he should go hug a crucifix the way hugs a flag that ll cure him of illness ailments and homosexuality
0,an interesting sentiment but only a sentiment nonetheless trump has emboldened the grip israel has on america he has largely overlooked the jew owned federal reserve and given free reign to kike bank goldman sachs both of whom were fined billions for crashing the global economy in <number> <number> maga
1,got my mail all women home in the afternoon met one at mailbox she get people magazine delivered i pointed to her mag and asked how old were you when you began to hate the truth she made a dirty asian face at me
1,you know you are not the epitome of homosexual beauty when you get more chat on grindr if you do not have a pic grindr
1,all my friends and peers are being openly racist towards asians and this bitch is not having it
1,you takin shots at a bitch that ll neva care
0,damn i hate this bitch
0,all asians are ant people except maybe japs
1,conservative goddess laura ingraham warns we are creating a whole new generation of entitlement minded illegal immigrants because we are not enforcing the rule of law across the board gabfam speakfreely chat gop americans trump
1,a closeted gay man named donald trump
1,same for white nationalism and fascism that you
1,but you said you like guys that what gays do
0,we need all muslims removed from power before they destroy us all
1,oh no white gun boy on facebook living in his girlfriend grandma house rent free has another opinion about bernie
